anime_id,Name,English name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Studios,Source,Duration,Rating,Image URL
9601,Shounen Hollywood: Holly Stage for 50,UNKNOWN,6.47,Slice of Life,Second Season of Shounen Hollywood: Holly Stage for 49.,TV,13,"Jan 10, 2015 to Apr 4, 2015",winter 2015,Finished Airing,Zexcs,Mixed media,23 min per ep,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/12/70705.jpg
9602,Jokei Kazoku III: Himitsu - The Anime,UNKNOWN,6.03,Hentai,A man is sent to convince four beautiful young heiresses to relinquish all claim to their father's fortune.,OVA,1,"Nov 7, 2014",UNKNOWN,Finished Airing,Anime Antenna Iinkai,Visual novel,25 min,Rx - Hentai,https://cdn.myanimelist.net/images/anime/7/67165.jpg
9603,Anisava,UNKNOWN,5.54,"Comedy, Romance","Welcome to the concrete jungle, where itâ€™s a struggle to survive among the animals of the city. Watch Jake the bear, Jenny the cat and their cast of slightly crazy friends as they live, love and try to stay sane in a wild world.

(Source: Official website)",TV,13,"Aug 26, 2013 to Jan 13, 2014",summer 2013,Finished Airing,"TMS Entertainment, DLE",Unknown,5 min per ep,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/12/67189.jpg
9604,Plastic Memories,Plastic Memories,7.91,"Drama, Romance, Sci-Fi","Eighteen-year-old Tsukasa Mizugaki has failed his college entrance exams, but after pulling some strings, he manages to land a job at the Sion Artificial Intelligence Corporation. SAI Corp is responsible for the creation of ""Giftias""â€”highly advanced androids which are almost indiscernible from normal humans. However, unlike humans, Giftias have a maximum lifespan of 81,920 hours, or around nine years and four months. Terminal Service One, the station Tsukasa was assigned to, is responsible for collecting Giftias that have met their expiration date, before they lose their memories and become hostile.

Promptly after joining Terminal Service One, Tsukasa is partnered with a beautiful Giftia named Isla. She is a Terminal Service veteran and considered the best in Giftia retrievals, contrary to her petite figure and placid nature. Time is fleeting though, and Tsukasa must come to terms with his feelings for Isla before her time is up. No matter how much someone desires it, nothing lasts forever.",TV,13,"Apr 5, 2015 to Jun 28, 2015",spring 2015,Finished Airing,Doga Kobo,Original,24 min per ep,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/4/72750.jpg
9605,Sword Gai The Animation,UNKNOWN,5.74,"Action, Supernatural","When the gods would not answer in humanity's desperate hour of need, it turned to a demon instead. The supposed savior came wielding the sword Zsoltgewinn, but its uncontrollable lust for blood led it to kill those who summoned it too. Although the sword was sealed away long ago, it has been uncovered by the Shoshidai, an organization that collects such cursed artifacts. However, Zsoltgewinn proves to be too strong to be tamed by humans when its corruptive power influences the administrator, Takuma Miura, to flee with it in his grasp.
 
At the same time, Gai Ogata's family is torn apart due to the possession of another demonic sword, Shiryu, leading his father to be murdered and his mother to hang herself shortly after giving birth to him. Abandoned in the forest clutching the blade, he is discovered by the blacksmith Amon. Unnaturally transfixed by the sword, Gai works tirelessly for years to hone his smithing skills. However, when an accident costs him his arm, he gains a new oneâ€”in the form of a reforged Shiryu.
 
Now having a cursed sword for an arm, Gai must learn to control its violent urges. All the while, Zsoltgewinn continues its rampage, leaving a path of blood in its wake.",ONA,12,"Mar 23, 2018",UNKNOWN,Finished Airing,"Production I.G, DLE, LandQ studios",Manga,22 min per ep,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/7/89759.jpg
9606,Doamaiger D,Doamayger-D,5.27,"Action, Comedy, Gourmet","Kyougoku Daijirou is the 15th generation owner of the Kyoto sweets shop Amashoudou. One day, Daijirou discovers a giant robot named Doamaiger D in his store's basement. At the same time, enemies called ""Mekaijuu"" appear in Kyoto and begin wreaking havoc.

(Source: ANN)",TV,13,"Jan 5, 2015 to Mar 30, 2015",winter 2015,Finished Airing,ILCA,Original,2 min per ep,G - All Ages,https://cdn.myanimelist.net/images/anime/4/70995.jpg
9607,Nisekoi:,Nisekoi: False Love,7.35,"Comedy, Romance","Despite having seemingly quelled the war between their respective gangs, Raku Ichijou and Chitoge Kirisaki still carry on with their fake relationship. Eventually, as Chitoge's perception of Raku slowly changes, she even begins to see him as a little charming. 

Chitoge struggles to come to terms with her newfound feelings for Raku, as a new girl joins the slew of Raku's admirers and the competition among those vying for the yakuza heir's attention grows even fiercer. And amidst all this, Raku's search for his first love and the contents of the mysterious sealed locket continues in Nisekoi:, which picks up where the first season left off.",TV,12,"Apr 10, 2015 to Jun 26, 2015",spring 2015,Finished Airing,Shaft,Manga,24 min per ep,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/13/72626.jpg
9608,Yodaka no Hoshi (Music),UNKNOWN,5.85,"Drama, Fantasy, Slice of Life","Music video for Sound Horizon's song ""Yodaka no Hoshi.""

The full version of ""Yodaka no Hoshi"" music video was bundled with the limited edition release of their single ""Vanishing Starlight.""",Music,1,"Oct 1, 2014",UNKNOWN,Finished Airing,Kamikaze Douga,Music,3 min,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/13/67293.jpg
9609,It Girl,UNKNOWN,5.63,UNKNOWN,"Music video produced by Takashi Murakami for ""It Girl"" performed by Pharrell Williams.",Music,1,"Sep 30, 2014",UNKNOWN,Finished Airing,UNKNOWN,Original,5 min,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/3/67481.jpg
9610,Zhong Hua Xiao Zi,Shaolin Wuzang,5.96,"Action, Supernatural","Set in the Henan Province of China during the 17th century, three teenagers are sent to a Shaolin Temple to learn the style of Kung Fu against a ruthless Demon, not seen since the Sui Dynasty, who terrorizes the province in order to search for two magic books to create more power and being stronger in world domination.

(Source: Wikipedia)",TV,26,"Dec 16, 2006 to 2007",UNKNOWN,Finished Airing,UNKNOWN,Unknown,25 min per ep,PG - Children,https://cdn.myanimelist.net/images/anime/1224/120682.jpg
9611,Cardfight!! Vanguard G,Cardfight!! Vanguard G,6.5,Action,"Taking place after a three-year time skip, the series will follow Shindou Kurono, Kiba Shion, and Anjou Tokoha as the new protagonists of G.

Kurono uses the never-before-seen clan Gear Chronicle, which brings together the destinies of these three toward an ""impossible future, an impossible self signifying 'Generation.'""

(Source: vanguardus.blogspot.com, edited)",TV,48,"Oct 26, 2014 to Oct 4, 2015",fall 2014,Finished Airing,TMS Entertainment,Card game,24 min per ep,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1330/125016.jpg
9612,Fate/stay night: Unlimited Blade Works Prologue,Fate/stay night: Unlimited Blade Works - Prologue,8.04,"Action, Fantasy, Supernatural","In Fuyuki City, a long-lived ritual involving battles between seven magi and their servants is taking place. This ritual is known as the Holy Grail War and it promises to grant the victor any wish. With the war now entering its fifth iteration, the stage is set for Rin Toosaka to succeed her father's legacy.

Rin wishes to summon Saber, said to be the most powerful class. But when she miscalculates and summons Archer instead, how will she fare in the battles that lie ahead of her?",Special,1,"Oct 5, 2014",UNKNOWN,Finished Airing,ufotable,Visual novel,51 min,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/9/67425.jpg
9613,Long Zhi Gu: Poxiao Qibing,Dragon Nest: Warriors' Dawn,7.16,"Action, Adventure, Fantasy","The land of Altera has observed an uneasy peace for years among Humans, Elves and Evil beasts who are loyal to the legendary Black Dragon. But the Black Dragon begins to stir from its hibernation, sending the Beasts marching across Altera. With a beast conquest perilously close, a small group of Humans and Elves unite to try to find a secret hidden road to the Black Dragon's cave and destroy it. But the fate of all of them may be in the hands of the young warrior Lambert, who must summon the confidence and skill to face the Black Dragon himself just when all may be lost.

(Source: Official site)",Movie,1,"Jul 31, 2014",UNKNOWN,Finished Airing,Mili Pictures,Game,1 hr 30 min,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1356/112373.jpg
9614,Heavy Object,Heavy Object,7.25,"Action, Sci-Fi","In the distant future, the nature of war has changed. ""Objects""â€”massive, spherical tanks impermeable to standard weaponry and armed with destructive firepowerâ€”rule the battlefield; their very deployment ensures victory, rendering traditional armies useless. However, this new method of warfare is about to be turned on its head.

Qwenthur Barbotage, a student studying Object Design, and Havia Winchell, a radar analyst of noble birth, serve in the Legitimate Kingdom's 37th Mobile Maintenance Battalion, tasked with supporting the Baby Magnum, one of the nation's Objects. Unfortunately, a battle gone awry places the duo in a precarious situation: mere infantry stand face-to-face against the unfathomable might of an enemy Object. As they scramble to save themselves and their fellow soldiers, a glimmer of hope shines through, and the world's perception of Objects is changed forever.

Heavy Object follows these two soldiers alongside Milinda Brantini, the Baby Magnum's pilot, and their commanding officer Frolaytia Capistrano as the unit treks all over the globe to fight battle after battle. Facing one impossible situation after another, they must summon all their wit and courage to overcome the insurmountable foes that are Objects.",TV,24,"Oct 3, 2015 to Mar 26, 2016",fall 2015,Finished Airing,"J.C.Staff, SANZIGEN",Light novel,23 min per ep,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/13/75940.jpg
9615,Durarara!!x2 Ten,Durarara!! x2 Ten,7.97,"Action, Mystery, Supernatural","In Ikebukuro, the lives of its citizens continue intertwining with each other as if their fates are predestined. Mikado Ryuugamine is now one step closer to his goal of living an exciting life, and in turn, delves deeper into the darker side of Ikebukuro. After gaining absolute control over a former rival, he uses his newfound power as he pleases, purging the Dollars from the inside to mold it into the ideal organization. This proves to be as challenging as it sounds as Mikado must now deal with unwanted outside interference, most notably a re-emerging and dearly missed friend. Meanwhile, Izaya Orihara still has some schemes up his sleeve, although a rival information exchange center has proven to be quite the hindrance, lurking within everyone's favorite downtown district. Undoubtedly, sooner or later, chaos will strike again.",TV,12,"Jul 4, 2015 to Sep 26, 2015",summer 2015,Finished Airing,Shuka,Light novel,24 min per ep,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/8/74981.jpg
9616,Durarara!!x2 Ketsu,Durarara!! x2 Ketsu,8.06,"Action, Mystery, Supernatural","As Mikado Ryuugamine continues to purge the Dollars from within in accordance with his warped sense of justice, Masaomi Kida hopes to bring his friend back to his senses by bringing the Yellow Scarves together once more. Little do they know that a far more dominant force is about to enter their struggle for power, one that their friend Anri Sonohara is all too familiar with.

Meanwhile, the group that has gathered at Shinra Kishitani's apartment realizes that they are on the brink of something life-changing, an event that will throw Ikebukuro into a spiral of confusion. Their anxiety is realized when reports of Celty's head being found in public start to appear all over the news as Kasane Kujiragi begins to make her move.

Gone are the brief periods of tranquility as the current turmoil sets the stage for one final performance in this thrilling conclusion to the story of Ikebukuro's finest.",TV,12,"Jan 9, 2016 to Mar 26, 2016",winter 2016,Finished Airing,Shuka,Light novel,24 min per ep,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/6/77838.jpg
9617,Kenritsu Umisora Koukou Yakyuubu-in Yamashita Tarou-kun,UNKNOWN,UNKNOWN,Sports,"Based on the popular 80's baseball manga by Koseki Kouji.

Tarou Yamashita loves baseball, but he was always the worst player. However, through effort and dedication he begins to shine in the Umisora High team.

(Source: AniDB)",OVA,1,"Sep 23, 1988",UNKNOWN,Finished Airing,Shin-Ei Animation,Unknown,34 min,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/7/67439.jpg
9618,Ticonderonga no Iru Umi,UNKNOWN,UNKNOWN,Drama,"Based on a children's picture book of the same name.

On December 5, 1965, a U.S. aircraft carrier is en route from Vietnam to Yokosuka, Japan. While conducting training exercises 80 miles off Okinawa, an A4 strike aircraft is loaded with a B43 hydrogen bomb, but it falls overboard and sinks in 16,000 feet of water. Based on the true story of the USS Ticonderoga, which reached Japan two days later (on the anniversary of Pearl Harbor; nice touch). Neither side revealed the incident, nor that she was carrying atomic weapons in contravention of U.S. treaties with Japan. The plane, its pilot, and the bomb were never recovered, and the incident was only declassified in 1989, causing an outcry in Japan and resulting in this environmentally themed anime. The extra ""n"" in Ticonderonga may be a genuine error in transcription or an attempt to distance the story from real events, since the anime continues with Ashika, a boy from a Japanese fishing town, contacted by telepathic whales who bring him visions of fearful seamonsters. Then again, if you were a whale given a choice between nuclear contamination and talking to Japanese fishermen, which would you choose?

(Source: The Anime Encyclopedia)",OVA,1,1991,UNKNOWN,Finished Airing,UNKNOWN,Unknown,28 min,G - All Ages,https://cdn.myanimelist.net/images/anime/3/67455.jpg
